Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME
3,7.13,7.13,1,6.80,6.80,4,7.14,7.14,2,6.95,6.95
4,9.65,16.78,1,9.07,15.88,3,9.49,16.63,2,9.07,16.03
4,9.09,25.88,1,8.59,24.47,3,9.12,25.76,2,8.64,24.67
4,9.00,34.88,1,8.68,33.15,3,9.10,34.86,2,8.68,33.35
4,9.58,44.454,1,8.92,42.062,3,9.40,44.258,2,8.82,42.162
