Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,ZHANG Ying POSITION,ZHANG Ying LAP TIME,ZHANG Ying ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME
3,7.929,7.929,1,7.509,7.509,2,7.604,7.604,4,8.078,8.078
4,10.243,18.172,1,9.706,17.215,3,10.546,18.149,2,9.745,17.823
3,9.903,28.075,1,9.372,26.586,4,9.947,28.095,2,9.824,27.647
3,10.041,38.116,1,9.571,36.156,4,10.049,38.144,2,9.604,37.251
4,10.43,48.539,2,9.76,45.908,1,7.62,45.761,3,9.88,47.130
