Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
1,7.30,7.30,2,7.44,7.44,3,7.59,7.59,4,7.74,
1,9.33,16.63,2,9.21,16.65,3,9.25,16.84,4,9.21,
1,8.68,25.31,3,8.80,25.45,2,8.60,25.44,4,8.61,
1,8.88,34.19,3,9.00,34.45,2,9.00,34.44,4,8.93,
1,8.95,43.143,2,8.95,43.401,3,9.88,44.321,3,9.28,
