START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
3,9.470,9.470,5,9.830,9.830,4,9.670,9.670,1,9.220,9.220,2,9.400,9.400,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
1,13.560,23.040,3,13.340,23.170,4,13.820,23.500,2,13.910,23.140,5,14.140,23.540,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
1,11.840,34.880,2,11.750,34.930,5,11.900,35.400,3,11.890,35.030,4,11.800,35.350,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
1,12.100,46.980,2,12.110,47.040,5,12.010,47.410,3,12.140,47.170,4,12.000,47.360,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
2,12.140,59.130,1,12.050,59.090,4,12.010,59.420,3,11.980,59.150,5,12.110,59.470,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
1,11.920,1:11.050,2,12.060,1:11.160,5,11.960,1:11.390,3,12.020,1:11.180,4,11.910,1:11.380,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
3,11.710,1:22.770,2,11.540,1:22.710,4,11.550,1:22.940,1,11.480,1:22.670,5,11.630,1:23.010,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
4,10.180,1:32.960,2,10.100,1:32.810,1,9.670,1:32.620,2,10.140,1:32.810,5,10.080,1:33.100,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
5,10.790,1:43.750,2,9.680,1:42.500,1,9.770,1:42.390,4,9.860,1:42.680,3,9.540,1:42.640,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
5,8.550,1:52.310,2,9.550,1:52.060,1,9.550,1:51.950,3,9.490,1:52.170,4,9.550,1:52.200,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
5,9.480,2:01.800,3,9.580,2:01.640,1,9.470,2:01.420,4,9.470,2:01.650,2,9.440,2:01.640,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
5,9.430,2:11.240,3,9.470,2:11.120,1,9.550,2:10.980,2,9.460,2:11.120,4,9.500,2:11.140,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
3,9.410,2:20.650,4,9.550,2:20.670,2,9.490,2:20.470,5,9.660,2:20.790,1,9.260,2:20.410,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
3,9.330,2:29.980,5,9.600,2:30.280,1,9.330,2:29.800,4,9.490,2:30.280,2,9.420,2:29.840,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,m,FinalB,1
