Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,LIM Kyoung Won POSITION,LIM Kyoung Won LAP TIME,LIM Kyoung Won ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
1,12.77,,2,12.89,12.89,3,12.97,12.97,4,13.10,13.10,6,13.32,13.32,5,13.19,13.19
1,10.14,,2,10.16,23.05,3,10.17,23.14,4,10.16,23.26,6,10.19,23.51,5,10.15,23.34
2,9.65,,1,9.50,32.55,4,9.55,32.69,3,9.41,32.67,6,9.51,33.02,5,9.50,32.84
3,9.23,,1,9.21,41.76,5,9.21,41.90,2,9.10,41.77,6,9.09,42.11,4,9.04,41.88
3,9.34,,1,9.23,50.99,5,9.42,51.32,2,9.27,51.04,6,9.32,51.43,4,9.35,51.23
3,9.33,,1,9.27,1:00.26,4,9.31,1:00.63,5,9.62,1:00.66,6,9.28,1:00.71,2,9.12,1:00.35
3,9.19,,1,9.21,1:09.47,4,9.14,1:09.77,6,31.70,1:32.36,5,9.24,1:09.95,2,9.17,1:09.52
3,9.08,,1,9.09,1:18.56,4,9.13,1:18.90,6,15.36,1:47.72,5,9.00,1:18.95,2,9.11,1:18.63
3,9.11,,1,9.14,1:27.70,3,,1:27.938,6,14.36,2:02.08,4,,1:27.946,2,9.15,1:27.78
