Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Anne-Sophie DAVREUX POSITION,Anne-Sophie DAVREUX LAP TIME,Anne-Sophie DAVREUX ELAPSED TIME,Marta WOJCIK POSITION,Marta WOJCIK LAP TIME,Marta WOJCIK ELAPSED TIME
2,13.75,13.75,1,13.56,13.56,4,14.02,14.02,3,13.98,13.98
2,10.14,23.89,1,10.18,23.74,3,9.97,23.99,4,10.20,24.18
2,9.97,33.86,1,10.01,33.75,3,9.94,33.93,4,9.94,34.12
2,9.96,43.82,1,10.01,43.76,3,10.02,43.95,4,9.91,44.03
2,10.00,53.82,1,9.96,53.72,3,10.01,53.96,4,10.02,54.05
2,10.02,1:03.84,1,9.97,1:03.69,3,9.99,1:03.95,4,10.18,1:04.23
2,10.17,1:14.01,1,10.19,1:13.88,3,10.17,1:14.12,4,10.61,1:14.84
1,9.96,1:23.97,2,10.24,1:24.12,3,10.14,1:24.26,4,11.31,1:26.15
1,10.09,1:34.051,2,10.31,1:34.424,3,11.52,1:35.775,4,11.88,1:38.026
