Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
1,6.846,6.846,2,7.469,7.469,3,7.601,7.601,4,7.893,7.893
1,9.064,15.909,3,8.758,16.227,2,8.567,16.168,4,9.271,17.164
1,8.344,24.253,2,8.581,24.808,4,8.922,25.089,3,7.830,24.993
1,9.024,33.277,2,8.586,33.393,3,8.738,33.827,4,8.895,33.888
1,8.62,41.897,2,8.61,41.997,3,8.61,42.430,4,8.61,42.492
