Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
2,7.380,7.380,1,7.370,7.370,3,7.770,7.770,4,7.790,7.790
1,9.730,17.120,2,9.800,17.170,3,9.750,17.530,4,9.760,17.560
1,9.300,26.420,2,9.310,26.480,3,9.250,26.780,4,9.360,26.920
1,9.380,35.800,2,9.550,36.040,3,9.490,36.270,4,9.390,36.320
1,9.840,45.650,2,9.690,45.730,3,9.800,46.070,4,9.830,46.150
