DALRYMPLE Georgie POSITION,DALRYMPLE Georgie LAP TIME,DALRYMPLE Georgie ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,IVANDIC Maja POSITION,IVANDIC Maja LAP TIME,IVANDIC Maja ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
5,15.24,15.24,1,13.65,13.65,3,13.85,13.85,4,13.99,13.99,2,13.75,13.75
5,9.29,24.53,2,10.41,24.06,1,10.01,23.86,4,10.30,24.29,3,10.40,24.15
4,9.54,34.07,3,10.00,34.06,1,9.98,33.84,5,10.03,34.32,2,9.83,33.98
4,9.95,44.02,3,9.77,43.83,1,9.78,43.62,5,10.04,44.36,2,9.72,43.70
4,9.86,53.88,3,9.95,53.78,1,10.00,53.62,5,10.25,54.61,2,10.02,53.72
4,9.65,1:03.53,2,9.56,1:03.34,1,9.63,1:03.25,5,10.66,1:05.27,3,9.63,1:03.35
4,9.80,1:13.33,2,9.68,1:13.02,1,9.63,1:12.88,5,11.19,1:16.46,3,9.79,1:13.14
4,10.31,1:23.64,2,9.71,1:22.73,1,9.72,1:22.60,5,11.52,1:27.98,3,9.79,1:22.93
4,11.00,1:34.64,2,9.89,1:32.62,1,9.88,1:32.48,5,11.84,1:39.82,3,10.06,1:32.99
