FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME
1,7.314,7.314,2,7.481,7.481,3,7.642,7.642,4,7.764,7.764
1,9.808,17.121,2,9.705,17.186,3,9.816,17.458,4,9.750,17.513
2,9.568,26.689,1,9.491,26.676,3,9.411,26.868,4,9.368,26.880
1,9.473,36.162,2,9.617,36.292,4,9.463,36.331,3,9.450,36.330
1,9.62,45.779,2,9.60,45.885,3,9.73,46.055,4,9.77,46.094
