Catherine ALEXANDER POSITION,Catherine ALEXANDER LAP TIME,Catherine ALEXANDER ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME,Sara BLEKIC POSITION,Sara BLEKIC LAP TIME,Sara BLEKIC ELAPSED TIME,Aarathy KASTURIRAJ POSITION,Aarathy KASTURIRAJ LAP TIME,Aarathy KASTURIRAJ ELAPSED TIME,XIAO Han POSITION,XIAO Han LAP TIME,XIAO Han ELAPSED TIME
2,14.82,14.82,1,14.72,14.72,4,15.08,15.08,5,15.18,15.18,3,14.86,14.86
2,11.80,26.62,1,11.77,26.49,4,11.75,26.83,5,11.77,26.95,3,11.85,26.71
3,11.25,37.87,2,11.24,37.73,4,11.27,38.10,5,11.45,38.40,1,10.94,37.65
3,10.90,48.77,2,10.91,48.64,4,10.86,48.96,5,11.29,49.69,1,10.84,48.49
3,10.06,58.83,2,10.04,58.68,4,10.16,59.12,5,10.97,1:00.66,1,10.08,58.57
3,10.06,1:08.89,2,10.08,1:08.76,4,10.50,1:09.62,5,11.59,1:12.25,1,10.07,1:08.64
3,9.95,1:18.84,2,9.85,1:18.61,4,10.71,1:20.33,5,12.07,1:24.32,1,9.85,1:18.49
3,10.28,1:29.12,2,9.94,1:28.55,4,11.20,1:31.53,5,12.49,1:36.81,1,9.76,1:28.25
3,10.55,1:39.669,2,10.37,1:38.913,4,11.45,1:42.979,5,12.84,1:49.647,1,9.89,1:38.136
