Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
1,12.25,12.25,4,12.80,12.80,3,12.70,12.70,2,12.29,12.29,5,17.27,17.27
1,9.67,21.92,4,10.31,23.12,3,9.28,21.98,2,9.64,21.93,5,12.10,29.37
1,10.07,31.99,4,9.07,32.19,2,10.17,32.15,3,10.25,32.18,5,12.18,41.55
1,9.73,41.73,2,9.63,41.83,4,9.88,42.04,3,9.75,41.94,5,11.08,52.64
2,9.52,51.26,1,9.35,51.19,4,9.44,51.49,3,9.41,51.36,5,10.44,1:03.08
1,9.14,1:00.40,4,9.74,1:00.93,2,8.96,1:00.46,3,9.12,1:00.48,5,10.70,1:13.78
1,8.89,1:09.30,4,9.85,1:10.79,2,8.92,1:09.38,3,9.17,1:09.65,5,11.32,1:25.11
2,8.95,1:18.25,4,10.10,1:20.90,1,8.73,1:18.12,3,9.37,1:19.03,5,11.74,1:36.86
2,9.52,1:27.764,4,11.25,1:32.144,1,9.50,1:27.615,3,10.13,1:29.151,5,12.07,1:48.925
