J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Tomasz WROBLEWSKI POSITION,Tomasz WROBLEWSKI LAP TIME,Tomasz WROBLEWSKI ELAPSED TIME
2,7.547,7.547,4,14.987,14.987,1,7.376,7.376,3,13.910,13.910
2,9.888,17.435,3,11.984,26.971,1,8.647,16.023,4,13.837,27.747
2,9.379,26.814,3,9.041,36.012,1,8.907,24.930,4,10.977,38.724
2,9.144,35.958,3,9.224,45.235,1,8.885,33.814,4,10.909,49.633
2,9.273,45.231,3,10.272,55.507,1,9.278,43.093,4,11.657,1:01.290
