Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,MO Ming-Jui POSITION,MO Ming-Jui LAP TIME,MO Ming-Jui ELAPSED TIME
2,14.389,14.389,1,14.011,14.011,3,14.582,14.582,4,14.595,14.595
3,11.429,25.818,1,11.070,25.081,2,10.926,25.508,4,11.239,25.834
1,10.637,36.455,2,11.545,36.626,3,11.281,36.789,4,11.128,36.961
2,11.024,47.478,1,10.270,46.896,3,10.881,47.669,4,11.141,48.102
4,10.233,57.711,1,9.990,56.885,2,9.797,57.466,3,9.584,57.685
2,9.635,1:07.346,1,10.321,1:07.205,4,9.994,1:07.459,3,9.752,1:07.437
3,9.761,1:17.107,1,9.204,1:16.409,2,9.589,1:17.048,4,9.879,1:17.315
3,9.351,1:26.457,1,9.127,1:25.535,2,9.265,1:26.313,4,9.413,1:26.727
3,9.92,1:36.371,1,10.14,1:35.666,2,9.47,1:35.781,4,9.78,1:36.499
