SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
2,12.14,12.14,1,12.08,12.08,3,12.22,12.22,4,12.37,12.37,5,12.62,12.62
1,9.03,21.17,2,9.09,21.17,3,9.13,21.35,4,9.15,21.52,5,9.00,21.62
2,9.13,30.30,1,9.06,30.23,3,9.02,30.37,4,9.00,30.52,5,9.08,30.70
2,9.42,39.72,1,9.41,39.64,3,9.44,39.81,4,9.41,39.93,5,9.36,40.06
2,9.24,48.96,1,9.19,48.83,3,9.21,49.02,4,9.18,49.11,5,9.16,49.22
2,9.25,58.21,1,9.30,58.13,3,9.29,58.31,4,9.32,58.43,5,9.36,58.58
3,9.34,1:07.55,1,9.18,1:07.31,2,9.17,1:07.48,4,9.23,1:07.66,5,9.23,1:07.81
4,9.39,1:16.94,1,9.19,1:16.50,2,9.10,1:16.58,3,9.23,1:16.89,5,9.33,1:17.14
4,9.38,1:26.316,1,9.25,1:25.743,2,9.21,1:25.783,3,9.32,1:26.203,5,9.64,1:26.771
