Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Matthieu de BOISSET POSITION,Matthieu de BOISSET LAP TIME,Matthieu de BOISSET ELAPSED TIME
1,6.510,6.510,2,6.671,6.671,4,7.043,7.043,3,6.991,6.991
1,9.244,15.754,2,9.272,15.942,4,9.359,16.401,3,9.255,16.246
1,8.661,24.415,2,8.645,24.586,4,9.418,25.819,3,8.639,24.884
1,8.769,33.184,3,9.101,33.687,4,9.478,35.296,2,8.741,33.625
1,9.19,42.370,3,9.26,42.941,4,9.96,45.247,2,9.04,42.661
