OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Massimo GURINI POSITION,Massimo GURINI LAP TIME,Massimo GURINI ELAPSED TIME
1,14.51,14.51,2,14.68,14.68,3,14.81,14.81,4,14.90,14.90
1,11.16,25.67,3,11.09,25.77,2,10.94,25.75,4,10.96,25.86
1,9.39,35.06,4,9.62,35.39,3,9.53,35.28,2,9.30,35.16
1,9.18,44.24,4,9.18,44.57,3,9.19,44.47,2,9.24,44.40
1,9.03,53.27,4,22.17,1:06.74,2,8.96,53.43,3,9.18,53.58
1,9.03,1:02.30,4,29.68,1:36.42,2,9.00,1:02.43,3,9.13,1:02.71
1,9.18,1:11.48,4,13.99,1:50.41,2,9.18,1:11.61,3,9.13,1:11.84
1,9.44,1:20.92,4,10.95,2:01.36,2,9.35,1:20.96,3,9.32,1:21.16
2,9.60,1:30.518,4,10.44,2:11.796,1,9.21,1:30.170,3,9.46,1:30.615
