Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Anouk ZOUTENDIJK POSITION,Anouk ZOUTENDIJK LAP TIME,Anouk ZOUTENDIJK ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Mary GRACE POSITION,Mary GRACE LAP TIME,Mary GRACE ELAPSED TIME
2,14.180,14.180,4,14.390,14.390,1,14.170,14.170,3,14.360,14.360
3,11.370,25.560,4,11.370,25.760,2,11.310,25.480,1,11.080,25.450
2,11.230,36.790,4,11.400,37.170,3,11.530,37.020,1,11.260,36.710
3,11.060,47.860,4,10.870,48.050,1,10.750,47.780,2,11.070,47.780
3,10.110,57.970,4,10.160,58.210,1,10.010,57.790,2,10.130,57.910
1,9.830,1:07.810,4,9.990,1:08.210,2,10.090,1:07.880,3,10.170,1:08.080
1,10.170,1:17.990,4,10.440,1:18.650,2,10.210,1:18.100,3,10.310,1:18.400
1,10.370,1:28.360,4,10.370,1:29.030,2,10.250,1:28.360,3,10.380,1:28.780
2,10.510,1:38.870,4,10.400,1:39.430,1,10.440,1:38.810,3,10.600,1:39.390
