DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,MASCITTO Cynthia POSITION,MASCITTO Cynthia LAP TIME,MASCITTO Cynthia ELAPSED TIME
5,13.56,13.56,3,13.25,13.25,4,13.36,13.36,1,13.11,13.11,2,13.12,13.12
5,10.09,23.65,3,10.17,23.42,4,10.16,23.52,1,10.15,23.26,2,10.18,23.30
5,9.82,33.47,1,9.68,33.10,4,9.85,33.37,2,9.91,33.17,3,9.97,33.27
5,9.55,43.02,1,9.46,42.56,4,9.51,42.88,2,9.52,42.69,3,9.51,42.78
5,9.52,52.54,1,9.61,52.17,4,9.51,52.39,2,9.49,52.18,3,9.54,52.32
5,9.52,1:02.06,4,9.85,1:02.02,3,9.53,1:01.92,2,9.70,1:01.88,1,9.54,1:01.86
3,9.41,1:11.47,5,9.71,1:11.73,1,9.04,1:10.96,4,9.81,1:11.69,2,9.55,1:11.41
2,9.32,1:20.79,4,9.27,1:21.00,1,9.24,1:20.20,5,10.11,1:21.80,3,9.48,1:20.89
2,9.40,1:30.19,4,9.48,1:30.48,1,9.55,1:29.75,5,10.29,1:32.09,3,9.43,1:30.32
