LI Kongchao POSITION,LI Kongchao LAP TIME,LI Kongchao ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME,HAYASHI Ibuki POSITION,HAYASHI Ibuki LAP TIME,HAYASHI Ibuki ELAPSED TIME,Lubomir KALCHEV POSITION,Lubomir KALCHEV LAP TIME,Lubomir KALCHEV ELAPSED TIME,Mateusz KRZEMINSKI POSITION,Mateusz KRZEMINSKI LAP TIME,Mateusz KRZEMINSKI ELAPSED TIME
1,6.80,6.80,3,7.18,7.18,4,7.41,7.41,2,7.03,,5,7.47,7.47
1,8.87,15.67,3,8.90,16.08,4,8.95,16.36,2,9.03,,5,9.03,16.50
1,8.44,24.11,4,9.30,25.38,2,8.47,24.83,5,9.43,,3,8.57,25.07
1,8.51,32.62,4,8.62,34.00,2,8.61,33.44,5,8.67,,3,8.69,33.76
1,8.73,41.35,4,8.93,42.93,2,8.86,42.30,5,8.93,,3,9.01,42.778
