ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME
5,14.14,14.14,1,13.58,13.58,2,13.69,13.69,3,13.83,13.83,4,13.96,13.96
5,10.47,24.61,2,10.67,24.25,1,10.41,24.10,3,10.55,24.38,4,10.55,24.51
5,10.14,34.75,2,10.11,34.36,1,10.11,34.21,3,10.12,34.50,4,10.09,34.60
5,9.81,44.56,2,9.86,44.22,1,9.83,44.04,3,9.85,44.35,4,9.85,44.45
5,9.58,54.14,2,9.52,53.74,1,9.66,53.70,3,9.52,53.87,4,9.57,54.02
5,9.19,1:03.33,2,9.20,1:02.94,1,9.15,1:02.85,3,9.24,1:03.11,4,9.18,1:03.20
5,9.10,1:12.43,1,8.85,1:11.79,2,9.04,1:11.89,3,8.90,1:12.01,3,8.81,1:12.01
5,9.49,1:21.92,1,8.99,1:20.78,2,9.01,1:20.90,4,9.16,1:21.17,3,8.97,1:20.98
5,9.90,1:31.823,1,9.17,1:29.95,0,9.12,1:30.02,4,9.07,1:30.240,3,9.05,1:30.033
