Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
3,13.59,13.59,1,13.52,13.52,2,13.53,13.53,4,13.81,13.81
3,10.99,24.58,2,11.03,24.55,1,10.99,24.52,4,10.99,24.80
2,10.55,35.13,1,10.52,35.07,3,10.65,35.17,4,10.64,35.44
2,9.27,44.40,1,9.20,44.27,3,9.45,44.62,4,9.31,44.75
3,9.74,54.14,1,9.67,53.94,2,9.48,54.10,4,9.59,54.34
2,9.70,1:03.84,1,9.70,1:03.64,3,9.82,1:03.92,4,9.77,1:04.11
2,9.40,1:13.24,1,9.45,1:13.09,3,9.52,1:13.44,4,9.44,1:13.55
2,9.18,1:22.42,1,9.32,1:22.41,3,9.11,1:22.55,4,9.21,1:22.76
2,9.19,1:31.610,1,9.10,1:31.501,3,9.16,1:31.710,4,9.57,1:32.322
