Vitaly MIKHEENKOV POSITION,Vitaly MIKHEENKOV LAP TIME,Vitaly MIKHEENKOV ELAPSED TIME,Ben SOUTHEE POSITION,Ben SOUTHEE LAP TIME,Ben SOUTHEE ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Roderick OOSTEN POSITION,Roderick OOSTEN LAP TIME,Roderick OOSTEN ELAPSED TIME
0,12.774,12.774,0,13.073,13.073,0,13.325,13.325,0,12.922,12.922,0,13.125,13.125
0,9.744,22.518,0,9.687,22.761,0,9.141,22.466,0,9.659,22.581,0,9.407,22.532
0,9.958,32.476,0,10.020,32.780,0,10.138,32.604,0,9.934,32.515,0,9.928,32.460
0,9.663,42.139,0,9.598,42.378,0,9.487,42.091,0,9.729,42.244,0,9.649,42.109
0,9.404,51.543,0,9.350,51.728,0,9.766,51.857,0,9.270,51.515,0,9.640,51.749
0,9.444,1:00.987,0,9.414,1:01.142,0,9.380,1:01.237,0,9.370,1:00.885,0,9.701,1:01.450
0,9.545,1:10.533,0,9.714,1:10.856,0,9.568,1:10.805,0,9.611,1:10.496,0,9.458,1:10.908
0,9.828,1:20.360,0,9.875,1:20.731,0,9.629,1:20.434,0,9.897,1:20.393,0,10.101,1:21.009
0,10.069,1:30.429,0,10.025,1:30.756,0,9.740,1:30.174,0,9.798,1:30.190,0,10.315,1:31.324
