Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME
1,13.04,13.04,3,13.29,13.29,2,13.17,13.17,4,13.40,13.40
1,10.44,23.48,4,10.32,23.61,2,10.31,23.48,3,10.17,23.58
1,9.97,33.46,2,9.91,33.52,3,10.16,33.64,4,10.30,33.89
2,9.84,43.30,3,9.98,43.51,1,9.46,43.11,4,9.72,43.61
3,9.68,52.98,4,9.55,53.06,1,9.70,52.82,2,9.33,52.95
2,9.29,1:02.28,3,9.57,1:02.63,4,9.90,1:02.72,1,9.17,1:02.13
2,9.51,1:11.79,3,9.41,1:12.04,4,9.61,1:12.33,1,9.06,1:11.19
2,9.58,1:21.37,3,9.51,1:21.56,4,10.00,1:22.33,1,9.19,1:20.38
0,,DQ,2,9.92,1:31.478,3,10.47,1:32.793,1,9.57,1:29.943
