Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME
1,6.98,6.98,2,7.15,7.15,3,7.33,7.33,4,7.42,7.42,5,7.52,7.52
1,8.92,15.90,2,8.93,16.08,3,8.83,16.16,4,8.81,16.23,5,8.92,16.44
1,8.25,24.15,4,8.44,24.52,2,8.19,24.35,3,8.19,24.42,5,8.44,24.88
1,8.36,32.51,4,8.62,33.14,2,8.28,32.63,3,8.29,32.71,5,32.91,57.79
1,8.39,40.889,4,8.98,42.103,2,8.40,41.012,3,8.49,41.185,5,20.57,1:18.324
