Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Maria ORLOVA POSITION,Maria ORLOVA LAP TIME,Maria ORLOVA ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
1,14.16,14.16,2,14.21,14.21,3,14.33,14.33,4,14.53,14.53
1,11.14,25.30,3,11.19,25.40,2,11.04,25.37,4,11.05,25.58
1,10.63,35.93,3,10.65,36.05,2,10.68,36.05,4,10.68,36.26
1,9.76,45.69,2,9.78,45.83,3,9.92,45.97,4,9.79,46.05
1,9.63,55.32,2,9.60,55.43,3,9.83,55.80,4,9.89,55.94
1,9.51,1:04.83,2,9.50,1:04.93,3,9.63,1:05.43,4,9.65,1:05.59
1,9.60,1:14.43,2,9.60,1:14.53,3,9.84,1:15.27,4,9.71,1:15.30
1,9.68,1:24.11,2,9.70,1:24.23,4,10.06,1:25.33,3,9.56,1:24.86
1,9.99,1:34.093,2,9.98,1:34.211,4,10.45,1:35.772,3,10.10,1:34.952
