Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
4,8.00,8.00,3,7.77,7.77,1,7.26,7.26,2,7.54,7.54
4,9.83,17.83,3,9.82,17.59,1,9.49,16.75,2,9.61,17.15
4,9.40,27.23,3,9.38,26.97,1,9.28,26.03,2,8.98,26.13
4,9.57,36.80,3,9.58,36.55,2,9.50,35.53,1,9.27,35.40
4,10.10,46.896,3,9.80,46.343,2,9.77,45.295,1,9.64,45.040
