Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
4,7.09,7.09,1,6.63,6.63,2,6.82,6.82,3,6.85,6.85
3,9.23,16.32,1,8.93,15.56,4,9.52,16.35,2,8.74,15.59
4,8.70,25.03,2,8.59,24.16,3,8.64,24.99,1,8.53,24.12
4,8.85,33.89,1,8.73,32.89,3,8.82,33.82,2,8.77,32.90
3,9.21,43.094,2,9.13,42.011,4,9.69,43.501,1,8.99,41.890
