Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME,Gabriella HACHEM POSITION,Gabriella HACHEM LAP TIME,Gabriella HACHEM ELAPSED TIME,Melissa TUNNO POSITION,Melissa TUNNO LAP TIME,Melissa TUNNO ELAPSED TIME
1,7.37,7.37,2,7.56,7.56,3,7.71,7.71,4,7.83,7.83
1,9.40,16.77,2,9.36,16.92,3,9.41,17.12,4,9.78,17.61
1,8.86,25.63,2,8.80,25.72,3,8.98,26.10,4,9.52,27.13
1,8.95,34.58,2,8.95,34.67,3,9.03,35.13,4,9.57,36.70
1,9.13,43.71,2,9.13,43.80,3,9.49,44.602,4,9.87,46.550
