Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,CHOE Un Song POSITION,CHOE Un Song LAP TIME,CHOE Un Song ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,6.95,6.95,3,7.18,7.18,2,7.05,7.05,4,7.26,7.26
1,8.89,15.84,3,9.16,16.34,2,8.99,16.04,4,9.17,16.43
1,8.56,24.40,4,8.81,25.15,2,8.61,24.65,3,8.49,24.92
1,8.72,33.12,4,9.06,34.21,2,8.69,33.34,3,8.50,33.42
1,8.98,42.10,4,9.41,43.609,3,9.07,42.41,2,8.84,42.26
