HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME
1,14.68,14.68,2,14.78,14.78,3,14.90,,5,15.09,15.09,4,15.08,15.08
2,11.41,26.09,5,24.02,38.80,3,11.31,,4,11.13,26.22,1,10.92,26.00
2,10.50,36.59,5,15.77,54.57,3,10.49,,4,10.60,36.82,1,10.46,36.46
2,10.12,46.71,5,12.69,1:07.26,3,10.10,,4,10.19,47.01,1,10.11,46.57
2,9.80,56.51,5,10.66,1:17.92,4,9.85,,3,9.60,56.61,1,9.86,56.43
1,9.20,1:05.71,5,9.96,1:27.88,4,9.50,,3,9.37,1:05.98,2,9.30,1:05.73
1,8.59,1:14.30,5,9.53,1:37.41,4,8.87,,3,8.99,1:14.97,2,8.82,1:14.55
1,8.59,1:22.89,5,9.39,1:46.80,3,8.94,,4,9.17,1:24.14,2,8.70,1:23.25
1,8.95,1:31.84,5,9.85,1:56.65,3,9.38,,3,9.51,1:33.658,2,8.91,1:32.16
