CHEN Xin POSITION,CHEN Xin LAP TIME,CHEN Xin ELAPSED TIME,Jakov DOLINIC POSITION,Jakov DOLINIC LAP TIME,Jakov DOLINIC ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Janis PIUSS POSITION,Janis PIUSS LAP TIME,Janis PIUSS ELAPSED TIME
1,6.825,6.825,2,7.319,7.319,3,7.412,7.412,4,7.892,7.892
1,9.446,16.271,3,9.971,17.289,2,9.681,17.093,4,10.084,17.976
1,9.164,25.436,3,9.626,26.915,2,9.306,26.399,4,9.611,27.586
1,9.315,34.750,3,10.181,37.096,2,9.448,35.847,4,9.872,37.458
1,9.483,44.233,3,10.173,47.269,2,10.030,45.877,4,10.261,47.719
