Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
1,13.94,13.94,2,14.08,14.08,3,14.22,14.22,4,14.26,14.26
2,10.40,24.35,3,10.50,24.59,1,10.07,24.29,4,10.39,24.65
1,10.25,34.61,3,10.22,34.81,2,10.36,34.66,4,10.30,34.96
2,10.32,44.93,3,10.25,45.07,1,10.13,44.79,4,10.30,45.27
2,10.21,55.15,4,10.28,55.36,1,10.19,54.99,3,10.09,55.36
2,10.27,1:05.42,4,10.28,1:05.64,1,10.33,1:05.33,3,10.18,1:05.54
4,10.18,1:15.61,2,9.93,1:15.57,1,10.06,1:15.39,3,10.07,1:15.61
2,9.61,1:25.22,4,10.01,1:25.59,1,9.75,1:25.15,3,9.65,1:25.27
3,10.22,1:35.440,4,10.12,1:35.704,1,10.00,1:35.147,2,9.98,1:35.248
