FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,JEON Ji-Soo POSITION,JEON Ji-Soo LAP TIME,JEON Ji-Soo ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME
1,7.14,7.14,2,7.27,7.27,3,7.41,7.41,4,7.61,7.61
1,9.38,16.52,2,9.34,16.61,3,9.36,16.77,4,9.30,16.91
1,8.85,25.37,2,8.88,25.49,4,8.93,25.70,3,8.78,25.69
1,8.89,34.26,2,8.87,34.36,4,9.08,34.78,3,8.99,34.68
1,9.19,43.441,2,9.20,43.551,4,9.21,43.986,3,9.27,43.943
