van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,MASCITTO Cynthia POSITION,MASCITTO Cynthia LAP TIME,MASCITTO Cynthia ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME
1,7.13,7.13,2,7.35,7.35,4,7.72,7.72,3,7.52,7.52
1,9.29,16.42,2,9.38,16.73,4,9.33,17.05,3,9.31,16.83
1,8.80,25.22,3,8.90,25.63,4,8.68,25.73,2,8.73,25.56
1,8.99,34.21,4,9.41,35.04,3,8.85,34.58,2,8.93,34.49
1,9.14,43.35,4,9.51,44.553,3,9.16,43.747,2,9.12,43.61
