CHENG Xiao Lei POSITION,CHENG Xiao Lei LAP TIME,CHENG Xiao Lei ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME
1,7.899,7.899,4,8.274,8.274,3,8.089,8.089,5,8.285,8.285,2,7.960,7.960
1,9.792,17.691,5,24.498,32.771,3,9.915,18.004,2,9.707,17.992,4,20.608,28.567
1,9.496,27.187,5,17.763,50.533,2,9.268,27.271,3,9.484,27.476,4,12.480,41.046
1,9.389,36.575,5,13.788,1:04.321,2,9.381,36.652,3,9.533,37.008,4,10.751,51.797
1,9.18,45.750,5,12.88,1:17.199,2,9.15,45.800,3,8.83,45.831,4,10.53,1:02.320
