SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,KIKUCHI Yuki POSITION,KIKUCHI Yuki LAP TIME,KIKUCHI Yuki ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME
1,13.23,13.23,1,13.23,13.23,3,13.35,,5,13.76,13.76,4,13.62,13.62
2,9.86,23.09,1,9.77,23.00,3,9.85,,5,9.68,23.44,4,9.71,23.33
3,9.90,32.99,1,9.77,32.77,2,9.71,,4,9.63,33.07,5,9.81,33.14
2,9.46,42.45,1,9.59,42.36,3,9.56,,4,9.55,42.62,5,9.61,42.75
2,9.51,51.96,1,9.49,51.85,3,9.62,,5,9.64,52.26,4,9.41,52.16
2,9.36,1:01.32,1,9.39,1:01.24,3,9.34,,5,9.56,1:01.82,4,9.34,1:01.50
2,9.46,1:10.78,1,9.44,1:10.68,3,9.49,,5,9.39,1:11.21,4,9.51,1:11.01
2,9.46,1:20.24,1,9.48,1:20.16,3,9.43,,5,9.37,1:20.58,4,9.44,1:20.45
2,9.55,1:29.79,1,9.49,1:29.65,3,9.65,,4,9.66,1:30.24,5,9.85,1:30.30
