Katia ZINI POSITION,Katia ZINI LAP TIME,Katia ZINI ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
4,16.005,16.005,3,15.718,15.718,1,15.578,15.578,2,15.611,15.611
3,10.963,26.968,2,11.036,26.754,1,11.148,26.725,4,11.384,26.995
4,10.533,37.500,1,10.306,37.059,2,10.430,37.155,3,10.378,37.372
4,10.162,47.662,1,10.329,47.388,2,10.261,47.416,3,10.184,47.556
4,10.349,58.010,1,10.331,57.719,2,10.403,57.818,3,10.362,57.918
3,10.097,1:08.106,1,10.118,1:07.836,2,10.065,1:07.883,4,10.284,1:08.201
3,10.037,1:18.143,2,10.271,1:18.106,1,10.010,1:17.892,4,10.160,1:18.360
3,10.283,1:28.426,2,10.148,1:28.254,1,10.252,1:28.144,4,10.446,1:28.806
3,10.37,1:38.791,2,10.44,1:38.691,1,10.48,1:38.620,4,10.98,1:39.779
