Camille de SERRES-RAINVILLE POSITION,Camille de SERRES-RAINVILLE LAP TIME,Camille de SERRES-RAINVILLE ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME
3,7.58,7.58,1,7.31,7.31,4,8.19,8.19,2,7.53,7.53
3,9.71,17.29,1,9.60,16.91,4,9.91,18.10,2,9.60,17.13
3,8.76,26.05,1,9.06,25.97,4,9.28,27.38,2,8.85,25.98
1,9.14,35.19,3,9.42,35.39,4,9.31,36.69,2,9.24,35.22
1,9.32,44.51,3,9.63,45.026,4,9.44,46.137,2,9.38,44.60
