Katie FABIAN POSITION,Katie FABIAN LAP TIME,Katie FABIAN ELAPSED TIME,Ashley Sook Hui CHIN POSITION,Ashley Sook Hui CHIN LAP TIME,Ashley Sook Hui CHIN ELAPSED TIME,DUBROVA Uliana POSITION,DUBROVA Uliana LAP TIME,DUBROVA Uliana ELAPSED TIME,Yana KHAN POSITION,Yana KHAN LAP TIME,Yana KHAN ELAPSED TIME
3,19.87,19.87,4,20.03,20.03,1,19.60,19.60,2,19.72,19.72
3,13.82,33.69,4,13.75,33.78,1,13.85,33.45,2,13.84,33.56
3,12.63,46.32,4,12.63,46.41,1,12.71,46.16,2,12.70,46.26
2,11.03,57.35,4,11.19,57.60,3,11.31,57.47,1,10.94,57.20
2,9.93,1:07.28,4,10.39,1:07.99,3,10.43,1:07.90,1,9.79,1:06.99
2,10.33,1:17.61,3,10.31,1:18.30,4,10.41,1:18.31,1,9.82,1:16.81
2,10.69,1:28.30,3,10.33,1:28.63,4,10.65,1:28.96,1,10.19,1:27.00
2,11.00,1:39.30,3,10.82,1:39.45,4,10.78,1:39.74,1,10.61,1:37.61
2,11.32,1:50.599,4,,1:50.690,3,,1:50.688,1,11.15,1:48.733
