Zbigniew BRODKA POSITION,Zbigniew BRODKA LAP TIME,Zbigniew BRODKA ELAPSED TIME,CUI Liang POSITION,CUI Liang LAP TIME,CUI Liang ELAPSED TIME,Malcolm THERRIEN POSITION,Malcolm THERRIEN LAP TIME,Malcolm THERRIEN ELAPSED TIME,Philip BROJAKA POSITION,Philip BROJAKA LAP TIME,Philip BROJAKA ELAPSED TIME
4,7.317,7.317,1,6.528,6.528,2,6.902,6.902,3,6.934,6.934
2,8.763,16.079,3,9.599,16.126,4,9.241,16.143,1,9.129,16.063
4,8.984,25.062,2,8.857,24.983,3,8.892,25.034,1,8.849,24.911
1,9.028,34.090,2,9.117,34.100,3,9.066,34.100,4,9.297,34.208
3,9.45,43.535,2,9.26,43.351,1,9.22,43.312,4,9.45,43.653
