Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME
1,7.08,7.08,2,7.19,7.19,3,7.36,7.36,4,7.58,7.58
1,8.96,16.04,2,8.95,16.14,3,9.33,16.69,4,9.25,16.83
1,8.51,24.55,2,8.50,24.64,4,9.14,25.83,3,8.83,25.66
1,8.71,33.26,2,8.69,33.33,4,9.10,34.93,3,8.96,34.62
1,8.87,42.13,2,8.86,42.19,4,9.18,44.11,3,9.20,43.82
