Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,LEE So Youn POSITION,LEE So Youn LAP TIME,LEE So Youn ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME
1,7.23,7.23,4,7.61,7.61,2,7.33,7.33,5,7.91,7.91,3,7.45,7.45
1,9.39,16.62,4,9.44,17.05,2,9.37,16.70,5,9.56,17.47,3,9.48,16.93
1,9.01,25.63,4,8.88,25.93,2,9.02,25.72,5,9.08,26.55,3,8.89,25.82
1,9.21,34.84,3,9.35,35.28,2,9.21,34.93,4,9.19,35.74,5,15.82,41.64
1,9.41,44.244,3,9.12,44.400,2,9.42,44.346,4,9.37,45.103,5,23.82,1:05.454
