WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Tamara FREDERICK POSITION,Tamara FREDERICK LAP TIME,Tamara FREDERICK ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME
2,13.42,13.42,3,13.61,13.61,4,13.74,13.74,1,13.36,13.36
1,9.89,23.31,3,9.91,23.52,4,9.93,23.67,2,10.08,23.44
1,9.99,33.30,3,9.95,33.47,4,9.91,33.58,2,9.94,33.38
1,10.23,43.53,3,10.27,43.74,4,10.28,43.86,2,10.29,43.67
1,10.15,53.68,3,10.08,53.82,4,10.06,53.92,2,10.08,53.75
1,9.94,1:03.62,3,9.94,1:03.76,4,10.00,1:03.92,2,9.89,1:03.64
1,9.68,1:13.30,2,9.60,1:13.36,4,9.79,1:13.71,3,9.74,1:13.38
1,9.82,1:23.12,2,9.82,1:23.18,4,9.92,1:23.63,3,9.91,1:23.29
1,10.07,1:33.185,2,10.03,1:33.203,4,10.08,1:33.709,3,9.99,1:33.272
