WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME
1,6.67,6.67,3,6.94,6.94,2,6.78,6.78,4,7.10,7.10,5,7.22,7.22
1,8.55,15.22,3,8.55,15.49,2,8.55,15.33,4,8.59,15.69,5,8.58,15.80
1,8.04,23.26,3,8.01,23.50,2,8.04,23.37,4,8.06,23.75,5,8.10,23.90
1,8.12,31.38,3,8.12,31.62,2,8.09,31.46,4,8.16,31.91,5,8.16,32.06
0,8.38,39.76,3,8.35,39.97,0,8.31,39.77,4,8.35,40.26,5,8.33,40.394
