Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Kyle UYEHARA POSITION,Kyle UYEHARA LAP TIME,Kyle UYEHARA ELAPSED TIME,Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME
1,13.146,13.146,2,13.332,13.332,4,16.201,16.201,3,13.539,13.539
1,10.190,23.336,3,10.215,23.547,4,40.128,56.329,2,9.978,23.517
1,10.387,33.723,2,10.343,33.890,4,22.391,1:18.720,3,10.399,33.916
2,10.002,43.725,3,9.944,43.834,4,18.613,1:37.333,1,9.743,43.659
2,9.719,53.444,3,9.804,53.638,4,15.186,1:52.519,1,9.587,53.246
1,9.421,1:02.865,3,9.422,1:03.060,4,15.301,2:07.820,2,9.685,1:02.931
2,9.521,1:12.385,1,9.176,1:12.236,4,14.362,2:22.182,3,9.620,1:12.551
1,9.421,1:21.806,2,9.642,1:21.878,4,16.429,2:38.611,3,9.372,1:21.924
1,9.962,1:31.768,2,9.983,1:31.861,0,,,3,10.526,1:32.449
