Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME
3,13.27,13.27,1,13.05,13.05,2,13.08,13.08,4,13.44,13.44
3,10.30,23.58,1,10.26,23.32,2,10.30,23.38,4,10.17,23.62
4,10.44,34.02,1,10.47,33.80,2,10.45,33.83,3,10.26,33.88
3,10.28,44.31,1,10.28,44.08,2,10.42,44.26,4,10.54,44.43
3,9.35,53.66,1,9.40,53.48,2,9.39,53.65,4,9.37,53.80
2,9.07,1:02.73,1,9.12,1:02.61,3,9.13,1:02.79,4,9.03,1:02.84
4,9.32,1:12.05,1,9.00,1:11.62,3,9.17,1:11.96,2,9.01,1:11.85
3,9.06,1:21.11,2,9.27,1:20.89,4,9.34,1:21.31,1,8.97,1:20.83
3,9.47,1:30.574,2,9.58,1:30.463,4,9.90,1:31.208,1,9.47,1:30.298
