Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,PARK Noh Won POSITION,PARK Noh Won LAP TIME,PARK Noh Won ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Jack BURROWS POSITION,Jack BURROWS LAP TIME,Jack BURROWS ELAPSED TIME
1,6.75,6.75,2,6.89,6.89,3,7.01,7.01,4,7.28,7.28
1,8.60,15.35,2,8.72,15.61,3,8.70,15.71,4,8.84,16.12
1,8.32,23.67,2,8.28,23.89,3,8.25,23.96,4,8.41,24.53
1,8.48,32.15,2,8.31,32.20,3,8.41,32.37,4,8.59,33.12
1,8.71,40.86,2,8.76,40.96,3,8.65,41.02,4,8.86,41.98
