Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME
1,6.90,6.90,2,7.06,7.06,4,7.18,7.18,3,7.07,7.07
1,9.12,16.02,4,9.45,16.51,2,9.24,16.42,3,9.38,16.45
1,8.69,24.71,2,9.16,25.67,4,22.90,39.32,3,9.60,26.05
1,8.87,33.58,2,8.97,34.64,4,13.10,52.42,3,9.40,35.45
1,9.13,42.705,2,9.24,43.875,4,11.31,1:03.724,3,9.76,45.209
