Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME
3,7.60,7.60,2,7.28,7.28,4,7.65,7.65,1,7.16,7.16
3,9.65,17.25,2,9.19,16.47,4,10.21,17.86,1,9.19,16.35
3,9.32,26.57,2,8.78,25.25,4,9.39,27.25,1,8.82,25.17
3,9.50,36.07,2,8.95,34.20,4,9.53,36.78,1,8.92,34.09
3,9.69,45.760,2,9.19,43.389,4,9.84,46.611,1,9.10,43.189
