GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
2,6.98,6.98,3,7.14,7.14,1,6.76,6.76,4,7.24,7.24
2,8.90,15.88,3,8.96,16.10,1,8.83,15.59,4,8.97,16.21
2,8.30,24.18,3,8.30,24.40,1,8.27,23.86,4,8.44,24.65
2,8.45,32.63,3,8.48,32.88,1,8.44,32.30,4,8.53,33.18
2,8.80,41.427,3,8.71,41.586,1,8.58,40.879,4,8.86,42.035
