Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME
1,6.68,6.68,3,6.83,6.83,2,6.80,6.80,4,6.99,6.99
1,8.98,15.66,3,9.12,15.95,2,9.03,15.83,4,9.09,16.08
1,8.58,24.24,3,8.44,24.39,2,8.49,24.32,4,8.42,24.50
1,8.79,33.03,3,8.73,33.12,2,8.80,33.12,4,8.74,33.24
1,8.89,41.918,4,8.96,42.073,2,8.90,42.016,3,8.80,42.031
