Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME
2,7.490,7.490,5,7.774,7.774,1,7.343,7.343,3,7.591,7.591,4,7.601,7.601
1,9.685,17.175,5,10.091,17.865,2,9.896,17.239,3,9.791,17.382,4,9.844,17.445
4,9.774,26.949,5,9.902,27.766,1,9.558,26.796,2,9.537,26.919,3,9.487,26.932
3,9.854,36.802,5,10.008,37.774,1,9.793,36.588,2,9.732,36.650,4,9.883,36.815
4,10.16,46.962,5,10.61,48.375,1,9.94,46.523,2,10.06,46.706,3,9.93,46.744
