START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
5,14.34,14.34,1,13.16,13.16,3,14.00,14.00,4,14.05,14.05,2,13.35,13.35,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
5,15.66,30.00,1,16.19,29.35,4,15.96,29.96,3,15.76,29.81,2,16.19,29.54,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
5,11.37,41.37,2,11.58,40.93,1,9.98,39.94,4,11.43,41.24,3,11.49,41.03,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
5,10.00,51.37,2,10.07,51.00,1,9.04,48.98,4,10.03,51.27,3,10.06,51.09,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
5,10.54,1:01.91,2,10.57,1:01.57,1,9.11,58.09,4,10.54,1:01.81,3,10.57,1:01.66,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
5,10.74,1:12.65,2,10.78,1:12.35,1,9.41,1:07.50,4,10.74,1:12.55,3,10.77,1:12.43,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
5,11.12,1:23.77,2,11.13,1:23.48,1,9.66,1:17.16,4,11.14,1:23.69,3,11.12,1:23.55,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
5,10.83,1:34.60,3,10.95,1:34.43,1,9.93,1:27.09,4,10.76,1:34.45,2,10.73,1:34.28,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
4,9.68,1:44.28,5,9.93,1:44.36,1,10.08,1:37.17,3,9.72,1:44.17,2,9.75,1:44.03,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
4,9.61,1:53.89,5,9.64,1:54.00,1,10.10,1:47.27,3,9.62,1:53.79,2,9.64,1:53.67,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
4,9.41,2:03.30,5,9.50,2:03.50,1,10.26,1:57.53,2,9.38,2:03.17,3,9.54,2:03.21,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
3,9.15,2:12.45,5,9.54,2:13.04,1,10.39,2:07.92,2,9.17,2:12.34,4,9.50,2:12.71,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
3,9.28,2:21.73,5,9.80,2:22.84,1,10.55,2:18.47,2,9.30,2:21.64,4,9.53,2:22.24,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
3,9.47,2:31.20,5,10.28,2:33.127,1,10.70,2:29.17,2,9.44,2:31.08,4,9.91,2:32.150,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,m,Preliminaries,1
