Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Ganbat JARGALANCHULUUN POSITION,Ganbat JARGALANCHULUUN LAP TIME,Ganbat JARGALANCHULUUN ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,QUIGLEY HALDER Nathan POSITION,QUIGLEY HALDER Nathan LAP TIME,QUIGLEY HALDER Nathan ELAPSED TIME
1,6.815,6.815,4,14.686,14.686,2,6.865,6.865,3,7.819,7.819
1,9.005,15.819,4,12.638,27.324,2,9.015,15.880,3,10.455,18.273
1,8.977,24.795,4,11.453,38.777,2,9.007,24.887,3,9.842,28.115
1,9.351,34.146,4,10.533,49.309,2,9.431,34.317,3,10.185,38.300
1,9.37,43.509,4,11.21,1:00.514,2,9.30,43.609,3,10.46,48.753
