START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
3,17.81,17.81,1,17.18,17.18,2,17.59,17.59,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,20.09,37.90,2,20.84,38.02,3,20.66,38.25,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,14.08,51.98,2,14.08,52.10,3,13.98,52.23,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,13.16,1:05.14,2,13.16,1:05.26,3,13.16,1:05.39,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,13.14,1:18.28,2,13.13,1:18.39,3,13.11,1:18.50,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,13.58,1:31.86,2,13.61,1:32.00,3,13.65,1:32.15,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,13.20,1:45.06,2,13.17,1:45.17,3,13.16,1:45.31,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,12.20,1:57.26,2,12.17,1:57.34,3,12.18,1:57.49,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,10.63,2:07.89,2,10.64,2:07.98,3,10.61,2:08.10,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,10.08,2:17.97,2,10.07,2:18.05,3,10.06,2:18.16,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,9.89,2:27.86,2,9.90,2:27.95,3,9.87,2:28.03,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,9.76,2:37.62,2,9.70,2:37.65,3,9.74,2:37.77,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,9.80,2:47.42,2,9.85,2:47.50,3,9.83,2:47.60,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
1,10.07,2:57.49,2,10.04,2:57.54,3,10.07,2:57.658,2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),1500m(1),w,Rep.Heats,3
