Mariann NAGY POSITION,Mariann NAGY LAP TIME,Mariann NAGY ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,ZHALYALETDINOVA Karina POSITION,ZHALYALETDINOVA Karina LAP TIME,ZHALYALETDINOVA Karina ELAPSED TIME,KIM Hye-Kyung POSITION,KIM Hye-Kyung LAP TIME,KIM Hye-Kyung ELAPSED TIME
0,14.915,14.915,0,14.772,14.772,0,14.892,14.892,0,14.490,14.490
0,10.322,25.237,0,10.708,25.480,0,10.687,25.579,0,10.775,25.265
0,10.468,35.705,0,10.518,35.998,0,10.449,36.028,0,10.523,35.788
0,10.540,46.245,0,10.383,46.381,0,10.485,46.513,0,10.464,46.252
0,10.529,56.775,0,10.580,56.961,0,10.557,57.070,0,10.572,56.824
0,10.770,1:07.545,0,10.333,1:07.294,0,10.365,1:07.435,0,10.087,1:06.910
0,9.435,1:16.979,0,9.660,1:16.955,0,10.064,1:17.499,0,9.784,1:16.694
0,12.692,1:29.671,0,9.960,1:26.915,0,10.716,1:28.215,0,10.081,1:26.776
0,,,0,,,0,,,0,,
