Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Olena KORINCHUK POSITION,Olena KORINCHUK LAP TIME,Olena KORINCHUK ELAPSED TIME
2,13.19,13.19,1,13.09,13.09,4,13.46,13.46,3,13.33,13.33
1,9.90,23.09,2,10.03,23.12,4,9.87,23.33,3,9.92,23.25
1,9.33,32.42,2,9.46,32.58,3,9.35,32.68,4,9.64,32.89
1,9.58,42.00,2,9.52,42.10,3,9.50,42.18,4,9.51,42.40
1,9.56,51.56,2,9.57,51.67,3,9.80,51.98,4,9.73,52.13
2,9.69,1:01.25,1,9.49,1:01.16,3,9.88,1:01.86,4,9.88,1:02.01
2,9.79,1:11.04,1,9.83,1:10.99,3,10.11,1:11.97,4,10.12,1:12.13
2,10.07,1:21.11,1,10.01,1:21.00,3,10.34,1:22.31,4,10.41,1:22.54
1,10.05,1:31.156,2,10.18,1:31.180,3,10.65,1:32.960,4,10.73,1:33.267
