WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME
3,7.75,7.75,1,7.20,7.20,4,7.93,7.93,2,7.53,7.53
3,9.72,17.47,1,9.44,16.64,4,9.69,17.62,2,9.67,17.20
3,9.13,26.60,1,9.12,25.76,4,9.18,26.80,2,9.28,26.48
3,9.34,35.94,1,9.24,35.00,4,9.29,36.09,2,9.36,35.84
3,9.50,45.438,1,9.47,44.463,4,9.62,45.709,2,9.55,45.390
