AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Peter JELEN POSITION,Peter JELEN LAP TIME,Peter JELEN ELAPSED TIME
1,6.776,6.776,2,7.130,7.130,4,7.199,7.199,3,7.195,7.195
1,9.048,15.824,2,8.736,15.866,4,9.725,16.924,3,9.230,16.424
2,8.722,24.546,1,8.606,24.471,4,8.671,25.594,3,8.696,25.119
2,8.781,33.327,1,8.782,33.252,4,8.838,34.431,3,8.799,33.918
2,9.22,42.539,1,9.11,42.359,4,9.57,44.000,3,9.32,43.237
