HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,PARK In Wook POSITION,PARK In Wook LAP TIME,PARK In Wook ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,CHOE Un Song POSITION,CHOE Un Song LAP TIME,CHOE Un Song ELAPSED TIME
1,6.78,6.78,3,7.14,7.14,2,6.85,6.85,4,7.16,7.16,5,7.31,7.31
2,9.03,15.81,3,9.04,16.18,1,8.83,15.68,4,9.37,16.53,5,9.30,16.61
2,8.38,24.19,3,8.33,24.51,1,8.34,24.02,4,8.55,25.08,5,8.59,25.20
2,8.36,32.55,3,8.45,32.96,1,8.41,32.43,4,8.63,33.71,5,8.62,33.82
2,8.63,41.18,3,8.72,41.68,1,8.65,41.08,4,8.90,42.61,5,8.93,42.75
