Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Jasper BRUNSMANN POSITION,Jasper BRUNSMANN LAP TIME,Jasper BRUNSMANN ELAPSED TIME,YU Songnan POSITION,YU Songnan LAP TIME,YU Songnan ELAPSED TIME,Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,6.68,6.68,3,6.99,6.99,5,7.24,7.24,2,6.87,6.87,4,7.04,7.04
1,8.69,15.37,5,9.01,16.00,4,8.68,15.92,2,8.65,15.52,3,8.76,15.80
1,8.19,23.56,5,8.21,24.21,4,8.12,24.04,2,8.22,23.74,3,8.15,23.95
1,8.36,31.92,5,8.31,32.52,4,8.15,32.19,2,8.32,32.06,3,8.19,32.14
1,8.48,40.40,5,8.47,40.998,4,8.78,40.977,2,8.49,40.55,3,8.55,40.694
