WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME
5,14.41,14.41,3,14.34,14.34,4,14.37,14.37,1,14.16,14.16,2,14.24,14.24
1,10.12,24.53,4,10.46,24.80,5,10.53,24.90,2,10.45,24.61,3,10.47,24.71
2,10.61,35.14,1,10.33,35.13,5,10.60,35.50,3,10.65,35.26,4,10.67,35.38
2,9.89,45.03,1,9.74,44.87,5,9.81,45.31,3,9.86,45.12,4,9.80,45.18
2,10.00,55.03,1,10.03,54.90,5,9.96,55.27,3,9.98,55.10,4,9.95,55.13
3,9.67,1:04.70,2,9.73,1:04.63,5,9.64,1:04.91,4,9.79,1:04.89,1,9.45,1:04.58
3,9.79,1:14.49,2,9.79,1:14.42,4,9.67,1:14.58,5,9.78,1:14.67,1,9.32,1:13.90
3,10.05,1:24.54,2,10.10,1:24.52,4,10.06,1:24.64,5,10.04,1:24.71,1,9.54,1:23.44
2,10.39,1:34.93,0,,PHOTO,0,,PHOTO,5,10.48,1:35.19,1,9.97,1:33.41
