Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME
2,13.02,13.02,1,12.96,12.96,3,13.20,13.20,4,13.34,13.34
1,9.95,22.98,2,10.04,23.01,3,10.07,23.27,4,9.99,23.34
2,10.04,33.02,1,9.81,32.82,3,9.84,33.12,4,10.06,33.40
1,9.85,42.88,2,10.09,42.92,3,10.03,43.15,4,9.87,43.27
1,9.95,52.83,2,9.95,52.87,3,9.92,53.08,4,10.04,53.32
1,9.97,1:02.80,2,9.95,1:02.83,4,10.79,1:03.88,3,9.95,1:03.28
1,9.74,1:12.55,2,9.87,1:12.70,3,8.93,1:12.81,4,9.97,1:13.25
2,9.81,1:22.36,1,9.52,1:22.22,3,9.65,1:22.47,4,10.11,1:23.37
1,9.89,1:32.243,2,10.06,1:32.280,3,9.94,1:32.406,4,10.39,1:33.755
